Symbol,Date,Direction,SignalTime,Opening15Return,Opening15RVOL,Gap,NiftyDayReturn,EntryTime,EntryPrice,Stop,Target,ExitTime,ExitPrice,ExitReason,GrossReturn,NetReturn,Sample
LT,2024-09-16,1,09:40,0.004296588978074833,0.5420290573299964,0.0029930577687864446,0.001327754004470716,09:41,3637.65,3613.0,3662.3,13:45,3662.3,target,0.0067763528651738625,0.0057763528651738625,Development
LT,2024-09-18,1,09:30,0.0034020059636759026,0.6074127900836083,0.0008138903960932531,-0.002507168257754211,09:31,3705.0,3684.2,3725.8,10:24,3725.8,target,0.0056140350877194045,0.0046140350877194045,Development
LT,2024-11-07,-1,09:31,-0.004674626783829239,1.1634776856791977,-0.00017817982456147519,-0.012219368904094585,09:32,3629.35,3655.95,3602.75,10:45,3655.95,stop,-0.00732913607119734,-0.00832913607119734,Development
LT,2024-11-19,1,09:30,0.0029495210539622896,0.40941047985256307,0.006175718262884988,0.00014489480211210548,09:31,3568.0,3545.05,3590.95,10:26,3590.95,target,0.0064321748878923835,0.005432174887892383,Development
LT,2024-12-17,-1,09:30,-0.0018120397095559015,0.5156632345928028,-0.002388761201353229,-0.013343746513444166,09:31,3852.0,3875.4,3828.6,10:26,3828.6,target,0.00607476635514026,0.00507476635514026,Development
LT,2024-12-30,-1,09:36,-0.0024945259014939047,0.44412609730280384,-0.0007616357165607379,-0.00729257797666627,09:37,3592.1,3615.0,3569.2,10:49,3615.0,stop,-0.006375100915898768,-0.007375100915898768,Development
LT,2025-01-14,-1,09:31,0.0009810003318089233,1.4845776751000168,-0.001195965417867484,0.005117221844451958,09:32,3467.8,3491.95,3443.6500000000005,15:14,3464.4,time,0.0009804486994636763,-1.9551300536323722e-05,Development
LT,2025-02-19,1,09:50,0.003897333975125372,0.7638153591958968,4.658385093181394e-05,-0.00038171019253463445,09:51,3235.0,3211.6,3258.4,10:16,3258.4,target,0.00723338485316849,0.00623338485316849,Development
LT,2025-03-18,1,09:32,0.004649342517219823,0.9378256432293065,0.005810017162381165,0.014812182853843447,09:33,3209.0,3189.3,3228.7,10:00,3228.7,target,0.006138984107198375,0.005138984107198375,Development
LT,2025-05-14,1,09:35,0.00019514914970719666,0.6920671158919762,0.004705618732844252,0.003744869102390247,09:36,3595.5,3568.0,3623.0,15:14,3578.5,time,-0.004728132387706863,-0.005728132387706863,Development
LT,2025-05-22,-1,09:30,-0.00566248256624835,0.6246654960626299,-0.0005575689991635935,-0.006610633866847904,09:31,3565.8,3592.0,3539.6000000000004,14:19,3539.6000000000004,target,0.0073475797857422975,0.0063475797857422975,Development
LT,2025-05-23,1,09:43,0.0003361344537815558,0.3349915646493922,0.00467158214667629,0.00844867475747857,09:44,3576.9,3551.2,3602.6000000000004,10:47,3602.6000000000004,target,0.007184992591350081,0.006184992591350081,Development
LT,2025-06-05,1,09:33,0.0011295076999366938,0.5780129017897955,0.0024578845622755807,0.006058020477815562,09:34,3641.0,3612.0,3670.0,12:15,3670.0,target,0.00796484482285087,0.0069648448228508695,Development
LT,2025-06-06,1,09:31,0.0002743484224965176,0.28059630115187045,0.0010436119960453016,0.009660313960203837,09:32,3651.2,3636.1,3666.2999999999997,09:38,3636.1,stop,-0.004135626643295365,-0.005135626643295365,Development
